0	0	0	0	0	0	0	0	0	0	
100	0.421881	0.227743	1	4.41695e-08	6.73001e-08	0.161	0.0805	0.499997	0	
200	0.458185	0.705794	2	-3.27662e-08	7.35298e-08	0.161	0.0805	0.499997	0	
300	0.0755344	0.994635	3	-7.95768e-08	1.21565e-08	0.161	0.0805	0.499997	0	
400	-0.374264	0.828707	4	-5.32249e-08	-6.03934e-08	0.161	0.0805	0.499997	0	
500	-0.477667	0.360563	5	2.20617e-08	-7.74179e-08	0.161	0.0805	0.499997	0	
600	-0.139607	0.0206132	6	7.70649e-08	-2.32647e-08	0.161	0.0805	0.499997	0	
700	0.329106	0.121405	0.716815	6.1215e-08	5.22779e-08	0.161	0.0805	0.499997	0	
800	0.497539	0.570272	1.71681	-1.09157e-08	7.97565e-08	0.161	0.0805	0.499997	0	
900	0.210835	0.954527	2.71681	-7.30106e-08	3.39073e-08	0.161	0.0805	0.499997	0	
1000	-0.267411	0.920888	3.71681	-6.79798e-08	-4.31161e-08	0.161	0.0805	0.499997	0	
1100	-0.497502	0.500283	4.71681	-4.48728e-10	-8.04987e-08	0.161	0.0805	0.499997	0	
1200	-0.267894	0.0794138	5.71681	6.74949e-08	-4.38713e-08	0.161	0.0805	0.499997	0	
1300	0.210313	0.0452258	0.433629	7.3384e-08	3.30913e-08	0.161	0.0805	0.499997	0	
1400	0.497458	0.429151	1.43363	1.18042e-08	7.96298e-08	0.161	0.0805	0.499997	0	
1500	0.32954	0.878211	2.43363	-6.06283e-08	5.29571e-08	0.161	0.0805	0.499997	0	
1600	-0.139056	0.979541	3.43363	-7.73195e-08	-2.24042e-08	0.161	0.0805	0.499997	0	
1700	-0.477507	0.63998	4.43363	-2.29235e-08	-7.71671e-08	0.161	0.0805	0.499997	0	
1800	-0.374641	0.171718	5.43363	5.25483e-08	-6.0983e-08	0.161	0.0805	0.499997	0	
1900	0.0749662	0.00527295	0.150444	7.97074e-08	1.12686e-08	0.161	0.0805	0.499997	0	
2000	0.457949	0.293674	1.15044	3.35839e-08	7.31599e-08	0.161	0.0805	0.499997	0	
