0	8	4	0.740905	0	0	0	0	0	0	
100	8.32361	4.37945	0.990905	4.42768e-08	6.72296e-08	0.04025	0.0805	1.99995	0	
200	8.54328	4.82716	1.24091	2.62675e-08	7.60938e-08	0.04025	0.0805	1.99995	0	
300	8.64535	5.3153	1.49091	6.625e-09	8.02269e-08	0.04025	0.0805	1.99995	0	
400	8.62349	5.81352	1.74091	-1.34294e-08	7.93719e-08	0.04025	0.0805	1.99995	0	
500	8.47904	6.29084	1.99091	-3.26489e-08	7.35819e-08	0.04025	0.0805	1.99995	0	
600	8.22099	6.71758	2.24091	-4.98383e-08	6.3217e-08	0.04025	0.0805	1.99995	0	
700	7.86539	7.06722	2.49091	-6.39291e-08	4.89215e-08	0.04025	0.0805	1.99995	0	
800	7.43434	7.31801	2.74091	-7.40451e-08	3.15844e-08	0.04025	0.0805	1.99995	0	
900	6.95464	7.45436	2.99091	-7.95573e-08	1.22834e-08	0.04025	0.0805	1.99995	0	
1000	6.45612	7.46779	3.24091	-8.0123e-08	-7.78123e-09	0.04025	0.0805	1.99995	0	
1100	5.96978	7.35747	3.49091	-7.57071e-08	-2.73621e-08	0.04025	0.0805	1.99995	0	
1200	5.52585	7.13026	3.74091	-6.65841e-08	-4.52417e-08	0.04025	0.0805	1.99995	0	
1300	5.15193	6.80028	3.99091	-5.33212e-08	-6.03084e-08	0.04025	0.0805	1.99995	0	
1400	4.87128	6.38805	4.24091	-3.6743e-08	-7.16254e-08	0.04025	0.0805	1.99995	0	
1500	4.70134	5.9192	4.49091	-1.78803e-08	-7.84891e-08	0.04025	0.0805	1.99995	0	
1600	4.65268	5.42288	4.74091	2.09406e-09	-8.04728e-08	0.04025	0.0805	1.99995	0	
1700	4.72832	4.92995	4.99091	2.19382e-08	-7.7453e-08	0.04025	0.0805	1.99995	0	
1800	4.92356	4.47106	5.24091	4.04184e-08	-6.96175e-08	0.04025	0.0805	1.99995	0	
1900	5.22627	4.07474	5.49091	5.63855e-08	-5.74536e-08	0.04025	0.0805	1.99995	0	
2000	5.61761	3.76563	5.74091	6.88469e-08	-4.17175e-08	0.04025	0.0805	1.99995	0	
2100	6.07327	3.56295	5.99091	7.70277e-08	-2.33876e-08	0.04025	0.0805	1.99995	0	
2200	6.5649	3.4793	6.24091	8.04193e-08	-3.60361e-09	0.04025	0.0805	1.99995	0	
