0	14	7	2.9672	0	0	0	0	0	0	
100	14	7	2.96721	-1.58558e-13	2.79343e-14	1.61e-07	1.61e-07	0.138674	0	
200	14	7	2.96721	-1.58558e-13	2.79341e-14	1.61e-07	1.61e-07	0.138674	0	
300	14	7	2.96721	-1.58558e-13	2.7934e-14	1.61e-07	1.61e-07	0.138674	0	
400	14	7	2.96721	-1.58558e-13	2.79338e-14	1.61e-07	1.61e-07	0.138674	0	
500	14	7	2.96721	-1.58558e-13	2.79336e-14	1.61e-07	1.61e-07	0.138674	0	
600	14	7	2.96721	-1.58558e-13	2.79335e-14	1.61e-07	1.61e-07	0.138674	0	
700	14	7	2.96721	-1.58558e-13	2.79333e-14	1.61e-07	1.61e-07	0.138674	0	
800	14	7	2.96721	-1.58558e-13	2.79332e-14	1.61e-07	1.61e-07	0.138674	0	
900	14	7	2.96721	-1.58558e-13	2.7933e-14	1.61e-07	1.61e-07	0.138674	0	
1000	14	7	2.96721	-1.58558e-13	2.79328e-14	1.61e-07	1.61e-07	0.138674	0	
1100	14	7	2.96722	-1.58558e-13	2.79327e-14	1.61e-07	1.61e-07	0.138674	0	
1200	14	7	2.96722	-1.58558e-13	2.79325e-14	1.61e-07	1.61e-07	0.138674	0	
1300	14	7	2.96722	-1.58558e-13	2.79324e-14	1.61e-07	1.61e-07	0.138674	0	
1400	14	7	2.96722	-1.58558e-13	2.79322e-14	1.61e-07	1.61e-07	0.138674	0	
1500	14	7	2.96722	-1.58559e-13	2.79321e-14	1.61e-07	1.61e-07	0.138674	0	
1600	14	7	2.96722	-1.58559e-13	2.79319e-14	1.61e-07	1.61e-07	0.138674	0	
1700	14	7	2.96722	-1.58559e-13	2.79317e-14	1.61e-07	1.61e-07	0.138674	0	
1800	14	7	2.96722	-1.58559e-13	2.79316e-14	1.61e-07	1.61e-07	0.138674	0	
1900	14	7	2.96722	-1.58559e-13	2.79314e-14	1.61e-07	1.61e-07	0.138674	0	
2000	14	7	2.96722	-1.58559e-13	2.79313e-14	1.61e-07	1.61e-07	0.138674	0	
