0	24	52	0	-3.22e-06	-1.38224e-06	0	3.50414	3.50414e+06	
100	23.6	51.7158	0	-3.22e-06	-2.28811e-06	0	3.95017	3.95017e+06	
200	23.2	51.4315	0	-3.22e-06	-2.28811e-06	0	3.95017	3.95017e+06	
300	22.8	51.1473	0	-3.22e-06	-2.28811e-06	0	3.95017	3.95017e+06	
400	22.4	50.8631	0	-3.22e-06	-2.28811e-06	0	3.95017	3.95017e+06	
500	22	50.5788	0	-3.22e-06	-2.28811e-06	0	3.95017	3.95017e+06	
600	21.6	50.2771	0	-3.22e-06	-2.42893e-06	0	4.03337	4.03337e+06	
700	21.2	49.9754	0	-3.22e-06	-2.42893e-06	0	4.03337	4.03337e+06	
800	20.8	49.6736	0	-3.22e-06	-2.42893e-06	0	4.03337	4.03337e+06	
900	20.4	49.3719	0	-3.22e-06	-2.42893e-06	0	4.03337	4.03337e+06	
1000	20.0018	49.1386	0	-3.22e-06	-2.42893e-06	0	4.03337	4.03337e+06	
1100	19.5703	49.0958	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1200	19.211	49.1204	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1300	18.8162	49.1265	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1400	18.3568	49.0417	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1500	17.8726	48.8338	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1600	17.4192	48.5038	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1700	17.0114	48.1104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1800	16.6114	47.7104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
1900	16.2114	47.3104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2000	15.8114	46.9104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2100	15.4114	46.5104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2200	15.0114	46.1104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2300	14.6114	45.7104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2400	14.2114	45.3104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2500	13.8114	44.9104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2600	13.4114	44.5104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2700	13.0114	44.1104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2800	12.6114	43.7104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
2900	12.2114	43.3104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
3000	11.8114	42.9104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
3100	11.4114	42.5104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
3200	11.0114	42.1104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
3300	10.6114	41.7104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
3400	10.2114	41.3104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
3500	9.81141	40.9104	0	-3.22e-06	-3.22e-06	0	4.55377	4.55377e+06	
3600	9.57964	40.5104	0	-1.86578e-06	-3.22e-06	0	3.7215	3.7215e+06	
3700	9.34787	40.1104	0	-1.86578e-06	-3.22e-06	0	3.7215	3.7215e+06	
3800	9.13667	39.7082	0	-1.86578e-06	-3.22e-06	0	3.7215	3.7215e+06	
3900	9.0359	39.2774	0	-1.86578e-06	-3.22e-06	0	3.7215	3.7215e+06	
4000	8.86066	38.8519	0	-1.86578e-06	-3.22e-06	0	3.7215	3.7215e+06	
4100	8.59906	38.5621	0	-3.10703e-06	-1.56962e-06	0	3.481	3.481e+06	
4200	8.30113	38.2732	0	-3.10703e-06	-1.56962e-06	0	3.481	3.481e+06	
4300	7.9494	38.0279	0	-3.10703e-06	-1.56962e-06	0	3.481	3.481e+06	
4400	7.7287	37.7277	0	-3.10703e-06	-1.56962e-06	0	3.481	3.481e+06	
4500	7.46839	37.4226	0	-3.10703e-06	-1.56962e-06	0	3.481	3.481e+06	
4600	7.22277	37.0443	0	-2.06439e-06	-2.94723e-06	0	3.59832	3.59832e+06	
4700	6.96633	36.6781	0	-2.06439e-06	-2.94723e-06	0	3.59832	3.59832e+06	
4800	6.70988	36.312	0	-2.06439e-06	-2.94723e-06	0	3.59832	3.59832e+06	
4900	6.45344	35.9459	0	-2.06439e-06	-2.94723e-06	0	3.59832	3.59832e+06	
5000	6.19699	35.5798	0	-2.06439e-06	-2.94723e-06	0	3.59832	3.59832e+06	
5100	6.07748	35.5778	0	-9.62089e-07	-1.5857e-08	0	0.96222	962220	
5200	5.95796	35.5758	0	-9.62089e-07	-1.5857e-08	0	0.96222	962220	
5300	5.83845	35.5739	0	-9.62089e-07	-1.5857e-08	0	0.96222	962220	
5400	5.71893	35.5719	0	-9.62089e-07	-1.5857e-08	0	0.96222	962220	
5500	5.59942	35.5699	0	-9.62089e-07	-1.5857e-08	0	0.96222	962220	
5600	5.31226	35.649	0	-2.31167e-06	6.36594e-07	0	2.39772	2.39772e+06	
5700	5.02509	35.7281	0	-2.31167e-06	6.36594e-07	0	2.39772	2.39772e+06	
5800	4.73793	35.8072	0	-2.31167e-06	6.36594e-07	0	2.39772	2.39772e+06	
5900	4.45307	35.8764	0	-2.31167e-06	6.36594e-07	0	2.39772	2.39772e+06	
6000	4.18146	35.8489	0	-2.31167e-06	6.36594e-07	0	2.39772	2.39772e+06	
